Date,Open,High,Low,Close,Adj Close,Volume
05/06/2017,40.91,41.130001,40.869999,41,39.072697,107140400
06/06/2017,41.200001,41.235001,40.907501,41.012501,39.084618,66364400
07/06/2017,40.9375,41.0625,40.139999,40.52,38.615265,117874000
08/06/2017,40.677502,40.747501,40.130001,40.477501,38.574768,86606800
09/06/2017,40.522499,40.560001,40.09,40.314999,38.419903,87714000
10/06/2017,40.215,40.287498,39.6325,39.657501,37.793312,114446000
11/06/2017,40.125,40.512501,39.9725,40.375,38.477077,126323200
12/06/2017,40.6525,40.990002,39.692501,40.215,38.3246,286856000
13/06/2017,39.967499,39.990002,39.477501,39.912498,38.036316,179629600
14/06/2017,39.747501,39.849998,39.522499,39.57,37.709927,95042800
15/06/2017,39.6175,40.2425,39.5,39.970001,38.091114,196458400
16/06/2017,40.0275,40.125,39.5,39.6675,37.802837,113077600
17/06/2017,39.877499,39.942501,39.610001,39.682499,37.817123,83242400
18/06/2017,39.474998,39.564999,38.4575,39.017502,37.183392,211805600
19/06/2017,38.950001,38.950001,38.1875,38.3475,36.54488,150046800
20/06/2017,37.884998,38.067501,37.639999,37.9725,36.187515,186581600
21/06/2017,37.497501,37.9575,37.290001,37.637501,35.868263,177549200
22/06/2017,37.945,38.48,37.922501,38.285,36.485329,146640000
23/06/2017,38.450001,38.68,38.384998,38.557499,36.745014,102016800
24/06/2017,38.4725,38.57,38.174999,38.32,36.518681,88022000
25/06/2017,38.302502,38.532501,38,38.529999,36.718811,105199200
26/06/2017,38.564999,38.612499,38.18,38.452499,36.644943,74795200
27/06/2017,38.502499,38.772499,38.477501,38.619999,36.804573,64921200
28/06/2017,38.407501,38.465,38.115002,38.369999,36.56633,80655200
29/06/2017,38.544998,38.860001,38.512501,38.8475,37.021378,85135200
30/06/2017,38.7425,38.872501,38.639999,38.825001,36.999935,69630400
01/07/2017,38.952499,39.182499,38.872501,38.959999,37.128597,65051600
02/07/2017,39.014999,39.5,38.775002,38.974998,37.142887,62468000
03/07/2017,38.9925,39.244999,38.9375,39.137501,37.297745,67622400
04/07/2017,39.087502,39.342499,38.932499,39,37.166714,64500400
05/07/2017,39.182499,39.32,39.102501,39.247501,37.40258,65576800
06/07/2017,39.474998,40,39.412498,39.970001,38.091114,96486000
07/07/2017,39.945,40.217499,39.807499,40.1175,38.231682,75989200
08/07/2017,40.105,40.177502,39.900002,39.939999,38.062534,65496800
09/07/2017,39.1875,39.27,38.755001,38.994999,37.161942,170336800
10/07/2017,39.1525,39.4375,38.990002,39.0625,37.226276,95896400
11/07/2017,39.2225,39.422501,38.875,39.0425,37.207211,87937200
12/07/2017,39.072498,39.355,39.049999,39.275002,37.428783,71028800
13/07/2017,39.227501,39.387501,38.817501,39.102501,37.264397,84828400
14/07/2017,39.307499,39.4575,39.195,39.352501,37.502644,68002000
15/07/2017,39.822498,40.900002,39.674999,40.762501,38.846367,177816800
16/07/2017,40.9725,42.017502,40.93,41.68,39.720741,178803200
17/07/2017,41.974998,42.412498,41.735001,42.259998,40.273468,144187200
18/07/2017,42.467499,42.485001,41.4025,41.7225,39.761234,134551200
19/07/2017,41.650002,42.125,41.32,42.0275,40.051888,165573600
20/07/2017,43.5,43.564999,42.779999,43.125,41.097813,237594400
21/07/2017,43.092499,43.747501,42.93,43.5625,41.51474,140105200
22/07/2017,43.477501,43.8125,43.400002,43.702499,41.648167,97446000
23/07/2017,43.665001,44.060001,43.5825,44.060001,41.988857,97638000
24/07/2017,43.7775,44.025002,43.285,43.970001,41.903091,117930400
25/07/2017,43.7775,43.845001,43.567501,43.6675,41.764404,100582000
26/07/2017,43.375,43.625,43.349998,43.4925,41.597042,67928400
27/07/2017,43.259998,43.369999,42.794998,42.834999,40.968189,99130000
28/07/2017,42.4925,42.580002,42.095001,42.27,40.427811,116632400
29/07/2017,42.794998,42.967499,42.575001,42.775002,40.910805,94550000
30/07/2017,42.759998,42.8475,42.41,42.537498,40.683651,87598000
31/07/2017,42.572498,42.639999,42.389999,42.494999,40.643002,65049600
01/08/2017,42.695,43.424999,42.695,43.285,41.398571,100525200
02/08/2017,43.34,43.75,43.262501,43.740002,41.833736,102355600
03/08/2017,43.775002,43.875,43.662498,43.7425,41.836132,56106800
04/08/2017,43.762501,43.77,43.334999,43.522499,41.625725,82867200
05/08/2017,43.575001,43.717499,42.965,43.267502,41.38184,105715200
06/08/2017,43.157501,43.23,41.790001,42.369999,40.523449,166665600
07/08/2017,42.607498,43.035,42.110001,42.962502,41.090141,166108800
08/08/2017,42.487499,42.9175,42.125,42.762501,40.898842,159037200
09/08/2017,43.119999,43.154999,42.407501,42.450001,40.599968,130169600
10/08/2017,42.264999,42.880001,42.099998,42.41,40.561707,109400800
11/08/2017,41.875,42.549999,41.615002,42.252499,40.411076,114240000
12/08/2017,42.2575,42.610001,42.227501,42.330002,40.485199,102693200
13/08/2017,42.622501,42.75,42.205002,42.342499,40.497147,93420800
14/08/2017,42.299999,43.2225,42.197498,43.1675,41.286198,141095200
15/08/2017,43.037498,43.0975,42.865002,42.924999,41.05426,77636800
16/08/2017,43.125,43.384998,43,43.067501,41.190552,95273600
17/08/2017,43.099998,43.282501,42.912498,43.055,41.178608,81906000
18/08/2017,43.407501,43.5425,43.115002,43.4925,41.597042,160677200
19/08/2017,43.720001,44.299999,43.715,44.105,42.182835,117684400
20/08/2017,43.7575,43.8475,43.522499,43.634998,41.73333,109745600
21/08/2017,43.717499,43.855,43.3125,43.587502,41.687901,93902400
22/08/2017,43.5425,44.005001,43.525002,43.752499,41.845699,83799600
23/08/2017,43.669998,43.855,43.625,43.752499,41.845699,65397600
24/08/2017,42.700001,42.8675,42.419998,42.642502,40.784081,132742000
25/08/2017,42.525002,42.695,42.427502,42.650002,40.791252,85992800
26/08/2017,42.75,42.962502,42.619999,42.77,40.906017,65920800
27/08/2017,42.630001,42.647499,42.305,42.307499,40.463673,103999600
28/08/2017,42.540001,43.075001,42.314999,43.064999,41.188168,102223600
29/08/2017,43.1325,43.637501,42.990002,43.057499,41.180996,118071600
30/08/2017,43.134998,43.3675,43.02,43.2575,41.372272,89738400
31/08/2017,43.360001,43.842499,43.262501,43.75,41.843307,94640000
01/09/2017,43.587502,43.9025,43.482498,43.587502,41.687901,82271200
02/09/2017,43.637501,43.764999,43.352501,43.5825,41.683109,86336000
03/09/2017,43.290001,43.575001,43.25,43.572498,41.673546,95839600
04/09/2017,43.647499,43.872501,43.622501,43.82,41.910255,74670800
05/09/2017,44.044998,44.34,43.912498,44.272499,42.34304,101672400
06/09/2017,44.474998,44.8475,44.035,44.047501,42.127842,118263600
07/09/2017,44.037498,44.8125,43.767502,44.775002,42.823627,137547200
08/09/2017,44.842499,45.025002,44.5625,44.814999,42.861897,124773600
09/09/2017,44.6525,44.895,44.352501,44.615002,42.670628,129700400
10/09/2017,44.325001,44.445,44.150002,44.25,42.321522,108434400
11/09/2017,44.325001,44.860001,44.205002,44.259998,42.331078,130756400
12/09/2017,44.3125,44.325001,43.299999,43.555,41.656807,204420400
13/09/2017,43.627499,43.737499,42.6325,42.7775,40.9132,166116000
14/09/2017,43,43,42.514999,42.877499,41.008831,156572000
15/09/2017,42.540001,42.540001,41.767502,41.990002,40.160023,202561600
16/09/2017,41.3825,41.842499,41.174999,41.7425,39.923302,184192800
17/09/2017,41.717499,42.110001,41.625,41.857498,40.033283,129915600
18/09/2017,41.7925,42.154999,41.689999,41.945,40.116982,188923200
19/09/2017,41.5,41.700001,40.025002,40.125,38.376297,346375200
20/09/2017,39.775002,40.970001,39,39.122501,37.417488,290954000
21/09/2017,38.7075,40.93,38.5,40.7575,38.981228,272975200
22/09/2017,40.772499,40.849998,39.767502,39.884998,38.146751,206434400
23/09/2017,40.072498,40.25,38.7575,38.787498,37.09708,217562000
24/09/2017,39.267502,39.4725,37.560001,39.102501,37.550835,282690400
25/09/2017,39.625,40.9725,39.377499,40.677502,39.063332,243278000
26/09/2017,40.487499,41.1875,40.412498,41.084999,39.454659,130196800
27/09/2017,40.759998,41.884998,40.720001,41.842499,40.182098,162579600
28/09/2017,42.447498,43.272499,42.25,43.247501,41.531342,204588800
29/09/2017,43.09,43.705002,42.942501,43.107498,41.396912,160704400
30/09/2017,43.012501,43.564999,42.855,42.962502,41.257671,135722000
01/10/2017,43.2075,43.529999,42.752499,42.767502,41.0704,149886400
02/10/2017,42.950001,43.487499,42.927502,43.125,41.413719,123967600
03/10/2017,43.4175,43.912498,43.384998,43.875,42.133961,135249600
04/10/2017,44.087502,44.8475,44.052502,44.7425,42.967033,152648800
05/10/2017,44.775002,45.119999,44.540001,44.5975,42.827778,155712400
06/10/2017,44.814999,45.154999,44.512501,44.529999,42.762959,151128400
07/10/2017,44.634998,44.945,43.165001,43.75,42.013908,195208000
08/10/2017,43.200001,44.075001,43.112499,44.052502,42.304413,153816000
09/10/2017,43.802502,44.435001,43.630001,44.205002,42.450855,113605600
10/10/2017,44.477501,44.5625,44.032501,44.1675,42.414841,95154000
11/10/2017,43.735001,43.962502,43.567501,43.7575,42.021122,126814000
12/10/2017,43.869999,44.279999,43.767502,44.235001,42.479668,95096400
13/10/2017,44.490002,45,44.3475,44.994999,43.209503,128740800
14/10/2017,45.072498,45.5975,45.052502,45.43,43.627247,128828400
15/10/2017,45.647499,45.875,44.810001,44.9925,43.207104,126774000
16/10/2017,45.080002,45.130001,44.452499,44.610001,42.83979,117473600
17/10/2017,44.625,45.060001,44.517502,44.662498,42.890202,90975200
18/10/2017,44.662498,44.779999,44.404999,44.505001,42.738949,157618800
19/10/2017,44.330002,44.3675,43.415001,43.825001,42.085934,133787200
20/10/2017,43.810001,44.200001,43.735001,43.810001,42.071526,78597600
21/10/2017,43.759998,43.772499,42.814999,42.817501,41.118416,148219600
22/10/2017,42.5,43.169998,42.150002,42.212502,40.537415,165963200
23/10/2017,42.0975,42.48,41.235001,41.235001,39.598705,164115200
24/10/2017,42.017502,43.275002,41.610001,43.192501,41.478531,150164800
25/10/2017,43.419998,43.787498,41.73,42.084999,40.414982,163690400
26/10/2017,41.8125,42.505001,41.297501,41.619999,39.968433,166674000
27/10/2017,41.952499,42.9375,41.724998,41.945,40.280548,153594000
28/10/2017,41.66,42.235001,41.1175,41.669998,40.016453,150347200
29/10/2017,41.91,42.1875,41.220001,42.0975,40.426983,121112000
30/10/2017,41.220001,43.002499,41.192501,42.9025,41.200043,138422000
31/10/2017,43.145,43.557499,43.02,43.200001,41.485737,107732800
01/11/2017,42.7425,43.119999,42.049999,42.095001,40.424583,140021200
02/11/2017,42.470001,43.272499,42.462502,42.512501,40.82552,116070800
03/11/2017,43.25,43.5,42.8825,43.3125,41.593769,113634400
04/11/2017,43.057499,43.48,42.924999,43.110001,41.399315,89726400
05/11/2017,43.352501,43.75,43.259998,43.535,41.807442,91557200
06/11/2017,43.695,43.959999,43.462502,43.682499,41.949097,100497200
07/11/2017,43.7575,44.047501,43.7075,43.955002,42.210781,86313600
08/11/2017,44.122501,44.735001,44.102501,44.560001,42.791767,106421600
09/11/2017,44.452499,44.705002,44.220001,44.459999,42.69574,83018000
10/11/2017,43.439999,43.8475,43.165001,43.200001,41.485737,139235200
11/11/2017,42.650002,42.805,41.357498,41.43,39.78598,261964400
12/11/2017,41.7075,41.73,41.022499,41.310001,39.670742,146062000
13/11/2017,41.4175,41.5825,40.305,40.735001,39.118549,134768000
14/11/2017,40.654999,41.355,40.602501,40.912498,39.289001,113528400
15/11/2017,41.029999,41.432499,40.842499,41.055,39.42585,111852000
16/11/2017,41,41.0825,40.157501,40.580002,38.969704,142623200
17/11/2017,40.532501,41.814999,40.459999,41.314999,39.675541,169709600
18/11/2017,41.602501,42.299999,41.317501,42.275002,40.597443,214277600
19/11/2017,43.807499,44.4375,43.450001,44.142502,42.390846,266157600
20/11/2017,43.970001,44.375,43.610001,44.2225,42.467667,136272800
21/11/2017,44.5625,46.0625,44.5425,45.9575,44.133804,224805200
22/11/2017,46.294998,46.9175,46.1875,46.290001,44.453121,169805600
23/11/2017,46.247501,46.555,45.9175,46.512501,44.666798,113611200
24/11/2017,46.637501,46.849998,46.305,46.84,44.981293,92844800
25/11/2017,46.935001,47.592499,46.912498,47.509998,45.624706,111957200
26/11/2017,47.372501,47.514999,46.862499,47.147499,45.451176,104848800
27/11/2017,47.252499,47.3825,46.965,47.037498,45.345142,83115200
28/11/2017,46.695,46.767502,46.275002,46.610001,44.933018,94780800
29/11/2017,46.517502,47.115002,46.5,47.044998,45.352371,76732400
30/11/2017,47,47.227501,46.59,46.747501,45.065582,69176000
01/12/2017,46.797501,46.952499,46.532501,46.577499,44.901684,73190800
02/12/2017,47,47.317501,46.727501,46.907501,45.219822,73603200
03/12/2017,47.095001,47.220001,46.695,46.790001,45.106548,60962800
04/12/2017,46.587502,47.125,46.439999,47.09,45.395748,80233600
05/12/2017,47.192501,47.209999,46.552502,47.037498,45.345142,92936000
06/12/2017,47.057499,47.412498,46.912498,47.145,45.448776,69844000
07/12/2017,46.900002,47.1875,46.717499,46.974998,45.284889,90056400
08/12/2017,46.93,47,46.695,46.875,45.188484,74762000
09/12/2017,46.805,47.057499,46.535,46.717499,45.036648,109931200
10/12/2017,46.997501,47.564999,46.9375,47.560001,45.848843,93770000
11/12/2017,47.91,48.355,47.837502,47.9575,46.232037,105064800
12/12/2017,48.267502,48.485001,48.09,48.327499,46.58873,86264000
13/12/2017,48.407501,48.52,47.98,48.494999,46.750198,83734400
14/12/2017,48.535,48.549999,48.084999,48.365002,46.624882,85388800
15/12/2017,47.7925,48,47.442501,47.924999,46.200706,106627200
16/12/2017,47.837502,47.9925,47.552502,47.807499,46.087429,73234000
17/12/2017,47.8475,48.1525,47.787498,48.07,46.340496,67644400
18/12/2017,48.105,48.220001,47.610001,47.674999,45.959702,86553600
19/12/2017,47.887501,47.892502,47.555,47.700001,45.983795,86440400
20/12/2017,47.5075,47.540001,47.064999,47.209999,45.511436,246876800
21/12/2017,46.970001,47.305,46.799999,47.185001,45.487331,73939600
22/12/2017,46.285,46.5825,45.862499,46.422501,44.752266,134314000
23/12/2017,46.587502,46.799999,46.432499,46.625,44.947475,82514800
24/12/2017,46.8125,47.087502,46.235001,46.365002,44.696838,102847600
25/12/2017,46.529999,46.537498,46.174999,46.23,44.5667,108801600
