Date,Open,High,Low,Close,Adj Close,Volume
25/11/2016,27.782499,27.967501,27.737499,27.9475,26.306475,45903600
26/11/2016,27.8575,28.1175,27.8475,27.8925,26.254704,108776000
27/11/2016,27.695,28.0075,27.5175,27.865,26.228815,114115200
28/11/2016,27.9,28.049999,27.567499,27.629999,26.007616,144649200
29/11/2016,27.592501,27.735001,27.2575,27.372499,25.765238,148347600
30/11/2016,27.2925,27.522499,27.2125,27.475,25.861713,106112000
01/12/2016,27.5,27.5075,27.0625,27.2775,25.67581,137298000
02/12/2016,27.375,27.59,27.297501,27.487499,25.873484,104782000
03/12/2016,27.315001,27.797501,27.290001,27.7575,26.12763,119994800
04/12/2016,27.715,28.1075,27.65,28.030001,26.38413,108273200
05/12/2016,28.077499,28.674999,28.077499,28.487499,26.814768,137610400
06/12/2016,28.3225,28.75,28.122499,28.325001,26.66181,105497600
07/12/2016,28.459999,28.98,28.4375,28.797501,27.106564,174935200
08/12/2016,28.76,29.049999,28.745001,28.797501,27.106564,136127200
09/12/2016,28.844999,29.182501,28.807501,28.955,27.254818,186098000
10/12/2016,29.1175,29.125,28.9125,28.9925,27.290115,177404400
11/12/2016,28.950001,29.344999,28.9375,29.16,27.447779,111117600
12/12/2016,29.184999,29.375,29.17,29.237499,27.520725,85700000
13/12/2016,29.200001,29.35,29.195,29.264999,27.546614,95132800
14/12/2016,29.0875,29.127501,28.91,29.0725,27.365416,104343600
15/12/2016,28.897499,29.129999,28.897499,29.129999,27.419537,56998000
16/12/2016,29.129999,29.450001,29.122499,29.315001,27.593674,73187600
17/12/2016,29.379999,29.504999,29.049999,29.190001,27.476015,83623600
18/12/2016,29.112499,29.2775,29.1,29.182501,27.468962,60158000
19/12/2016,29.1625,29.299999,28.8575,28.955,27.254818,122345200
20/12/2016,28.950001,29.0825,28.690001,29.0375,27.33247,115127600
21/12/2016,28.9625,29.127501,28.9375,29.004999,27.30188,84472400
22/12/2016,28.98,29.215,28.952499,29.1525,27.44072,88774400
23/12/2016,29.195,29.540001,29.1175,29.477501,27.746635,127007600
24/12/2016,29.487499,29.8575,29.485001,29.747499,28.000784,134247600
25/12/2016,29.692499,29.844999,29.575001,29.7775,28.029018,97848400
26/12/2016,29.684999,29.9825,29.65,29.9375,28.179628,110354400
27/12/2016,29.725,29.825001,29.5525,29.8125,28.061968,108344800
28/12/2016,29.7775,29.905001,29.702499,29.76,28.012547,104447600
29/12/2016,29.584999,30.059999,29.555,30,28.238453,137759200
30/12/2016,30,30.125,29.9275,29.997499,28.236103,94852000
31/12/2016,29.85,30.022499,29.842501,29.945,28.186686,102389200
01/01/2017,30.112499,30.112499,29.932501,30,28.238453,130391600
02/01/2017,30,30.202499,29.942499,30.02,28.257278,88200800
03/01/2017,29.887501,30.025,29.875,29.9925,28.231392,92844000
04/01/2017,30.105,30.525,30.07,30.469999,28.680861,129510400
05/01/2017,30.4175,30.610001,30.4,30.485001,28.694977,105350400
06/01/2017,30.535,30.5875,30.4,30.487499,28.697334,82251600
07/01/2017,30.2325,30.407499,30.165001,30.407499,28.622026,121510000
08/01/2017,30.2875,30.3475,30.155001,30.3375,28.556137,196804000
09/01/2017,31.7575,32.622501,31.752501,32.1875,30.297506,447940000
10/01/2017,31.995001,32.3475,31.945,32.1325,30.245741,134841600
11/01/2017,32.077499,32.297501,32.040001,32.27,30.37516,98029200
12/01/2017,32.282501,32.625,32.224998,32.572498,30.659895,107383600
13/01/2017,32.634998,33.022499,32.612499,32.8825,30.951696,152735200
14/01/2017,32.837502,33.055,32.805,33.009998,31.071709,92016400
15/01/2017,32.912498,33.112499,32.779999,33.105,31.29623,113399600
16/01/2017,33.115002,33.235001,33.012501,33.029999,31.225332,80262000
17/01/2017,33.27,33.455002,33.1875,33.322498,31.501852,92141600
18/01/2017,33.3675,33.772499,33.3125,33.755001,31.910725,132904800
19/01/2017,33.880001,34.067501,33.654999,33.877499,32.026531,142492400
20/01/2017,33.9175,33.974998,33.709999,33.837502,31.98871,90338400
21/01/2017,33.775002,33.9575,33.775002,33.93,32.076164,88792800
22/01/2017,34.057499,34.1875,33.994999,34.174999,32.30777,98028800
23/01/2017,34.107498,34.279999,34.0275,34.2775,32.404671,83347600
24/01/2017,34.345001,34.369999,34.075001,34.1325,32.267601,83152800
25/01/2017,33.977501,34.165001,33.82,34.165001,32.298317,87106400
26/01/2017,34.285,34.360001,34.07,34.232498,32.362137,81029600
27/01/2017,34.27,34.360001,34.174999,34.247501,32.376312,93931600
28/01/2017,34.4725,35.037498,34.400002,34.947498,33.038071,145658400
29/01/2017,35,35.07,34.689999,34.740002,32.841908,104844000
30/01/2017,34.695,34.9575,34.647499,34.945,33.035702,84432400
31/01/2017,34.842499,34.942501,34.650002,34.834999,32.931717,87000000
01/02/2017,34.764999,34.994999,34.697498,34.880001,32.974255,69785200
02/02/2017,34.737499,34.950001,34.705002,34.75,32.851357,74828800
03/02/2017,34.685001,34.697498,34.262501,34.669998,32.775738,88623600
04/02/2017,34.8125,34.84,34.66,34.785,32.884441,78451200
05/02/2017,34.712502,34.857498,34.705002,34.799999,32.898624,69686800
06/02/2017,34.825001,34.912498,34.709999,34.747501,32.848991,61236400
07/02/2017,34.852501,35.1875,34.7575,35.115002,33.196415,102767200
08/02/2017,35.18,35.255001,35.064999,35.172501,33.250771,76928000
09/02/2017,35.25,35.25,34.9725,34.997501,33.085335,175540000
10/02/2017,35.099998,35.375,35.057499,35.365002,33.432762,86168000
11/02/2017,35.5275,35.700001,34.932499,34.959999,33.049881,158119600
12/02/2017,34.962502,35.400002,34.939999,35.355,33.423313,103440800
13/02/2017,35.314999,35.395,35.1525,35.23,33.30513,81385200
14/02/2017,35.375,35.435001,35.087502,35.16,33.238964,89582400
15/02/2017,34.8475,35.305,34.654999,35.220001,33.295673,94300400
16/02/2017,35.227501,36.009998,35.154999,35.950001,33.985794,133499200
17/02/2017,35.919998,36.122501,35.797501,36.029999,34.061417,116760000
18/02/2017,36.047501,36.125,35.875,35.982498,34.016514,84829200
19/02/2017,35.93,36.067501,35.752499,35.915001,33.952702,78646800
20/02/2017,35.927502,36.029999,35.762501,35.924999,33.96217,79942800
21/02/2017,35.8125,36.2225,35.7925,36.192501,34.215054,79565600
22/02/2017,36.055,36.365002,35.952499,36.005001,34.037796,110871600
23/02/2017,36.072498,36.130001,35.862499,35.915001,33.952702,84596000
24/02/2017,35.932499,36.044998,35.817501,35.834999,33.877075,66688800
25/02/2017,35.900002,35.970001,35.724998,35.7925,33.836903,75733600
26/02/2017,35.735001,35.837502,35.014999,35.407501,33.472942,121517600
27/02/2017,35.400002,35.537498,35.252499,35.450001,33.513111,81400000
28/02/2017,35.477501,35.595001,35.262501,35.262501,33.335861,71291600
01/03/2017,35.369999,35.470001,35.217499,35.4575,33.520195,66328400
02/03/2017,35.352501,35.509998,35.2775,35.299999,33.371304,58790000
03/03/2017,35.470001,35.5,35.112499,35.169998,33.248413,69313600
04/03/2017,35.305,35.73,35.290001,35.610001,33.664356,93278400
05/03/2017,35.610001,35.669998,35.462502,35.567501,33.624199,69283600
06/03/2017,35.875,35.987499,35.794998,35.91,33.947971,68537200
07/03/2017,35.977501,36.224998,35.967499,36.1325,34.158325,75486000
08/03/2017,36.1175,36.150002,35.845001,35.919998,33.957432,80164800
09/03/2017,35.98,36.040001,35.827499,35.947498,33.983425,56985200
10/03/2017,36.022499,36.075001,35.817501,35.912498,33.950336,83441600
11/03/2017,36.275002,36.799999,36.240002,36.645,34.642826,134411600
12/03/2017,36.884998,37.022499,36.709999,36.877499,34.862606,181408800
13/03/2017,36.397499,36.872501,36.067501,36.764999,34.75626,182788000
14/03/2017,36.630001,36.785,36.452499,36.6325,34.631001,93487600
15/03/2017,36.689999,37.244999,36.689999,37.240002,35.205315,109310800
16/03/2017,37.2575,38.424999,37.2575,38.252499,36.162476,195009600
17/03/2017,38.467499,38.720001,38.362499,38.497501,36.394119,156521600
18/03/2017,38.407501,38.485001,38.0275,38.314999,36.221577,103222800
19/03/2017,38.112499,38.517502,38.077499,38.487499,36.534832,109020400
20/03/2017,38.674999,39.105,38.6675,39.025002,37.045067,130108000
21/03/2017,39.002499,39.162498,38.762501,38.924999,36.95013,104038800
22/03/2017,38.985001,39.014999,38.68,38.8675,36.895561,80194000
23/03/2017,38.400002,38.642502,37.427502,37.5625,35.656761,203070800
24/03/2017,37.817501,38.334999,37.782501,38.134998,36.200211,134272800
25/03/2017,38.345001,38.494999,38.157501,38.264999,36.32362,107843200
26/03/2017,38.5,38.645,38.227501,38.497501,36.544338,91865600
27/03/2017,38.724998,38.724998,38.327499,38.450001,36.499237,79675600
28/03/2017,38.459999,38.5425,38.1675,38.334999,36.390068,76712000
29/03/2017,38.432499,38.587502,38.2575,38.467499,36.515854,76942400
30/03/2017,38.5,38.560001,38.327499,38.4025,36.454151,87710400
31/03/2017,38.355,38.607498,38.3325,38.4175,36.468384,80507600
01/04/2017,38.4925,38.5425,38.095001,38.189999,36.25243,97804800
02/04/2017,38.2925,38.3325,38.055,38.294998,36.352097,65616400
03/04/2017,38.395,38.862499,38.2225,38.862499,36.890812,111082800
04/04/2017,38.584999,38.612499,38.365002,38.482498,36.530083,101326800
05/04/2017,38.474998,38.952499,38.445,38.612499,36.653484,106499600
06/04/2017,38.755001,38.994999,38.619999,38.842499,36.871815,84278400
07/04/2017,38.8125,38.884998,38.599998,38.747501,36.781643,85003200
08/04/2017,38.797501,38.797501,36.505001,37.244999,35.355381,259530800
09/04/2017,36.435001,36.522499,35.627499,36.355,34.510517,289229200
10/04/2017,36.790001,36.862499,36.287498,36.647499,34.788181,136661600
11/04/2017,36.875,36.875,35.959999,36.290001,34.448826,126124800
12/04/2017,35.830002,36.119999,35.552502,36.072498,34.242352,128661600
13/04/2017,35.945,36.125,35.549999,35.567501,33.762989,201444400
14/04/2017,35.915001,36.685001,35.915001,36.584999,34.728851,130165600
15/04/2017,36.717499,36.717499,36.235001,36.252499,34.413223,99600400
16/04/2017,36.380001,36.517502,36.1525,36.467499,34.61731,85063200
17/04/2017,36.442501,36.674999,36.279999,36.407501,34.56036,76425200
18/04/2017,36.282501,36.790001,36.2775,36.57,34.714615,141757600
19/04/2017,36.7925,37.07,36.345001,36.455002,34.605457,102769600
20/04/2017,36.252499,36.540001,35.904999,35.932499,34.10947,99047600
21/04/2017,36.122501,36.5275,35.790001,36.4575,34.607834,88329600
22/04/2017,36.177502,36.282501,35.57,35.919998,34.097591,125997600
23/04/2017,36.112499,36.240002,35.945,36.005001,34.178288,92096400
24/04/2017,36.220001,36.325001,35.775002,35.875,34.054882,57111200
25/04/2017,35.922501,36.197498,35.68,36.022499,34.194897,86278400
26/04/2017,35.755001,35.875,35.602501,35.682499,33.872143,96515200
27/04/2017,35.724998,36.1875,35.724998,36.044998,34.216259,76806800
28/04/2017,36.0275,36.487499,35.842499,36.264999,34.425095,84362400
29/04/2017,36.182499,36.462502,36.095001,36.3825,34.536633,79127200
30/04/2017,36.467499,36.544998,36.205002,36.435001,34.586464,99538000
01/05/2017,36.375,37.122501,36.360001,36.942501,35.068218,100797600
02/05/2017,36.9925,37.3325,36.8325,37.259998,35.369602,80528400
03/05/2017,37.205002,37.724998,37.142502,37.389999,35.493015,95174000
04/05/2017,37.299999,37.532501,37.1675,37.52,35.616413,71475200
05/05/2017,37.619999,37.855,37.487499,37.755001,35.839497,83692000
06/05/2017,37.875,37.935001,37.547501,37.584999,35.67812,68974800
07/05/2017,37.497501,37.610001,37.220001,37.567501,35.661507,105010400
08/05/2017,37.645,38.110001,37.474998,38.022499,36.093422,85972800
09/05/2017,37.950001,38.459999,37.950001,38.185001,36.247677,75415600
10/05/2017,38.337502,38.482498,38.264999,38.365002,36.418549,63124000
11/05/2017,38.4375,38.497501,36.825001,37.639999,35.730335,129905200
12/05/2017,37.4725,37.557499,37.297501,37.375,35.478779,68854800
13/05/2017,37.474998,37.5825,37.032501,37.182499,35.296032,79383600
14/05/2017,37.275002,37.555,37.102501,37.512501,35.609306,141474400
15/05/2017,39.82,39.9375,39.040001,39.285,37.29187,279747200
16/05/2017,39.262501,39.302502,38.755001,38.892502,36.919292,108389200
17/05/2017,39.017502,39.349998,38.922501,39.0975,37.113884,82239600
18/05/2017,39.264999,39.73,39.1675,39.702499,37.688187,87481200
19/05/2017,39.650002,40.4575,39.567501,40.02,37.989582,144823600
20/05/2017,39.814999,40.317501,39.7775,40.264999,38.222149,104526000
21/05/2017,39.974998,40,38.657501,38.830002,37.004711,163217200
22/05/2017,39.150002,39.642502,39.017502,39.369999,37.519318,105028400
23/05/2017,39.830002,40.052502,39.6875,39.962502,38.083973,88490800
24/05/2017,40.165001,40.549999,40.035,40.400002,38.5009,117862000
25/05/2017,40.485001,40.627499,40.037498,40.237499,38.346046,110686400
26/05/2017,40.130001,40.177502,39.459999,39.465,37.609848,111762400
27/05/2017,39.465,39.875,39.18,39.375,37.52409,109712400
28/05/2017,39.375,39.4725,38.7775,39.302502,37.454994,105474000
29/05/2017,39.557499,40,39.505001,39.945,38.067291,86418400
30/05/2017,39.767502,40.1175,39.720001,39.994999,38.114944,77596400
31/05/2017,40.107498,40.185001,39.637501,39.817501,37.945786,79275600
01/06/2017,39.912498,40.139999,39.817501,39.965,38.086361,101920400
02/06/2017,40.035,40.5,39.982498,40.3675,38.469933,103864000
03/06/2017,40.025002,40.779999,40,40.727501,38.813015,118067600
04/06/2017,40.950001,40.9725,40.6525,40.837502,38.917835,109078400
